,School,Date,Venue,Opponent,Result/Line
6625,Bryant,2-04,H,New Hampshire,W
6626,Bryant,2-08,A,Albany,W
6627,Bryant,2-11,A,UMBC,L
6628,Bryant,2-15,H,UMass Lowell,L
6629,Bryant,2-22,A,NJIT,W
6630,Bryant,2-25,H,Vermont,L
6631,Bryant,2-28,A,Maine,L
6632,Bryant,3-04,A,New Hampshire,L
6633,Northern Kentucky,11-07,H,Kent St.,L
6634,Northern Kentucky,11-12,H,UC Clermont,W
6635,Northern Kentucky,11-16,H,Cincinnati,W
6636,Northern Kentucky,11-21,N,Florida Gulf Coast,L
6637,Northern Kentucky,11-22,N,UT Arlington,L
6638,Northern Kentucky,11-23,N,Toledo,L
6639,Northern Kentucky,11-27,H,Tennessee Tech,W
6640,Northern Kentucky,12-01,H,Youngstown St.,W
6641,Northern Kentucky,12-03,H,Robert Morris,W
6642,Northern Kentucky,12-07,A,Washington St.,L
6643,Northern Kentucky,12-14,H,Eastern Kentucky,W
6644,Northern Kentucky,12-18,H,Miami Hamilton,W
6645,Northern Kentucky,12-21,A,Florida Atlantic,L
6646,Northern Kentucky,12-29,H,Wright St.,W
6647,Northern Kentucky,12-31,A,IUPUI,W
6648,Northern Kentucky,1-06,H,Oakland,L
6649,Northern Kentucky,1-08,H,Detroit,W
6650,Northern Kentucky,1-12,A,Milwaukee,L
6651,Northern Kentucky,1-14,A,Green Bay,W
6652,Northern Kentucky,1-19,H,Cleveland St.,W
6653,Northern Kentucky,1-21,H,Fort Wayne,W
6654,Northern Kentucky,1-26,H,Green Bay,W
6655,Northern Kentucky,1-28,H,Milwaukee,L
6656,Northern Kentucky,2-02,A,Robert Morris,W
6657,Northern Kentucky,2-04,A,Youngstown St.,L
6658,Northern Kentucky,2-10,A,Wright St.,L
6659,Northern Kentucky,2-12,H,IUPUI,W
6660,Northern Kentucky,2-17,A,Fort Wayne,W
6661,Northern Kentucky,2-19,A,Cleveland St.,L
6662,Northern Kentucky,2-23,A,Detroit,W
6663,Northern Kentucky,2-25,A,Oakland,W
6664,Northern Kentucky,3-02,H,Oakland,W
6665,Northern Kentucky,3-06,N,Youngstown St.,W
6666,Northern Kentucky,3-07,N,Cleveland St.,W
6667,Cal Baptist,11-07,H,Long Beach St.,L
6668,Cal Baptist,11-11,H,NJIT,W
6669,Cal Baptist,11-15,H,Cal St. Northridge,W
6670,Cal Baptist,11-17,A,Washington,W
6671,Cal Baptist,11-21,N,Minnesota,L
6672,Cal Baptist,11-23,N,Southern Illinois,L
6673,Cal Baptist,11-26,H,Central Michigan,W
6674,Cal Baptist,11-30,H,UC Riverside,W
6675,Cal Baptist,12-03,A,Cal Poly,L
6676,Cal Baptist,12-07,H,Weber St.,W
6677,Cal Baptist,12-10,A,San Diego,W
6678,Cal Baptist,12-18,H,Sonoma St.,W
6679,Cal Baptist,12-22,H,Portland St.,L
6680,Cal Baptist,12-29,A,Grand Canyon,L
6681,Cal Baptist,12-31,A,Seattle,L
6682,Cal Baptist,1-05,H,Utah Tech,W
6683,Cal Baptist,1-07,A,New Mexico St.,W
6684,Cal Baptist,1-11,H,Utah Valley,L
6685,Cal Baptist,1-14,H,Grand Canyon,W
6686,Cal Baptist,1-21,H,Tarleton St.,W
6687,Cal Baptist,1-25,A,UT Arlington,W
6688,Cal Baptist,1-28,A,UT Rio Grande Valley,L
6689,Cal Baptist,2-01,H,Southern Utah,L
6690,Cal Baptist,2-04,H,Abilene Christian,L
6691,Cal Baptist,2-08,A,Utah Valley,L
6692,Cal Baptist,2-11,H,West Coast Baptist,W
6693,Cal Baptist,2-15,H,Seattle,W
6694,Cal Baptist,2-23,A,Sam Houston St.,L
6695,Cal Baptist,2-26,A,Stephen F. Austin,L
6696,Cal Baptist,3-01,H,UT Rio Grande Valley,W
6697,Cal Baptist,3-03,A,Southern Utah,L
6698,Cal Baptist,3-07,N,Abilene Christian,W
6699,Cal Baptist,3-09,N,Sam Houston St.,L
6700,South Carolina,11-08,H,South Carolina St.,W
6701,South Carolina,11-11,H,Clemson,W
6702,South Carolina,11-17,N,Colorado St.,L
6703,South Carolina,11-18,N,Davidson,L
6704,South Carolina,11-20,N,Furman,L
6705,South Carolina,11-25,H,USC Upstate,W
6706,South Carolina,11-30,A,George Washington,L
6707,South Carolina,12-03,A,Georgetown,W
6708,South Carolina,12-11,H,Presbyterian,W
6709,South Carolina,12-14,A,UAB,L
6710,South Carolina,12-17,N,East Carolina,L
6711,South Carolina,12-22,H,Western Kentucky,W
6712,South Carolina,12-30,H,Eastern Michigan,W
6713,South Carolina,1-03,A,Vanderbilt,L
6714,South Carolina,1-07,H,Tennessee,L
6715,South Carolina,1-10,A,Kentucky,W
6716,South Carolina,1-14,H,Texas A&M,L
6717,South Carolina,1-17,H,Mississippi,L
6718,South Carolina,1-21,H,Auburn,L
6719,South Carolina,1-25,A,Florida,L
6720,South Carolina,1-28,A,Georgia,L
6721,South Carolina,1-31,H,Mississippi St.,L
6722,South Carolina,2-04,H,Arkansas,L
6723,South Carolina,2-07,A,Missouri,L
6724,South Carolina,2-11,A,Mississippi,W
6725,South Carolina,2-14,H,Vanderbilt,L
6726,South Carolina,2-18,A,LSU,W
6727,South Carolina,2-22,H,Alabama,L
6728,South Carolina,2-25,A,Tennessee,L
6729,South Carolina,2-28,A,Mississippi St.,L
6730,South Carolina,3-04,H,Georgia,W
6731,South Carolina,3-08,N,Mississippi,L
6732,Bowling Green,11-07,H,Air Force,W
6733,Bowling Green,11-11,A,Oakland,W
6734,Bowling Green,11-15,A,Wright St.,L
6735,Bowling Green,11-19,A,St. Bonaventure,L
6736,Bowling Green,11-22,A,Notre Dame,L
6737,Bowling Green,11-26,H,Southern Indiana,L
6738,Bowling Green,11-29,H,Queens,L
6739,Bowling Green,12-03,H,Morgan St.,W
6740,Bowling Green,12-11,A,Hampton,W
6741,Bowling Green,12-14,A,Norfolk St.,L
6742,Bowling Green,12-17,H,Tennessee Martin,L
6743,Bowling Green,12-19,H,Fairmont St.,W
6744,Bowling Green,12-29,H,Ohio Dominican,W
6745,Bowling Green,1-03,A,Eastern Michigan,W
6746,Bowling Green,1-07,H,Ohio,W
6747,Bowling Green,1-10,H,Akron,L
6748,Bowling Green,1-14,A,Western Michigan,L
6749,Bowling Green,1-17,A,Buffalo,L
6750,Bowling Green,1-21,H,Miami OH,W
6751,Bowling Green,1-24,A,Central Michigan,W
6752,Bowling Green,1-28,A,Toledo,L
6753,Bowling Green,1-31,H,Ball St.,L
6754,Bowling Green,2-04,H,Northern Illinois,L
6755,Bowling Green,2-07,A,Kent St.,L
6756,Bowling Green,2-11,A,Ball St.,L
6757,Bowling Green,2-14,H,Central Michigan,L
6758,Bowling Green,2-18,H,Toledo,L
6759,Bowling Green,2-21,A,Miami OH,L
6760,Bowling Green,2-25,H,Kent St.,L
6761,Bowling Green,2-28,H,Eastern Michigan,W
6762,Bowling Green,3-03,A,Ohio,L
6763,Howard,11-07,A,Kentucky,L
6764,Howard,11-09,H,District of Columbia,W
6765,Howard,11-11,A,George Washington,L
6766,Howard,11-13,H,Gallaudet,W
6767,Howard,11-15,H,James Madison,L
6768,Howard,11-18,N,Wyoming,L
6769,Howard,11-19,N,Buffalo,W
6770,Howard,11-21,N,Belmont,L
6771,Howard,11-26,A,Austin Peay,W
6772,Howard,11-30,A,Yale,L
6773,Howard,12-03,A,Hampton,L
6774,Howard,12-11,A,VCU,L
6775,Howard,12-13,H,FIU,W
6776,Howard,12-18,A,Harvard,W
6777,Howard,12-21,H,Mount St. Mary's,W
6778,Howard,12-29,H,La Salle,L
6779,Howard,1-07,H,Delaware St.,W
6780,Howard,1-09,A,Maryland Eastern Shore,L
6781,Howard,1-14,A,Norfolk St.,W
6782,Howard,1-16,H,Morehouse,W
6783,Howard,1-21,H,Morgan St.,W
6784,Howard,1-23,H,Coppin St.,W
6785,Howard,1-28,H,North Carolina Central,W
6786,Howard,1-30,H,South Carolina St.,W
6787,Howard,2-11,A,Delaware St.,W
6788,Howard,2-13,H,Maryland Eastern Shore,W
6789,Howard,2-18,A,Coppin St.,W
6790,Howard,2-20,A,Morgan St.,L
6791,Howard,2-25,A,North Carolina Central,L
6792,Howard,2-27,A,South Carolina St.,W
6793,Howard,3-02,H,Norfolk St.,W
6794,Howard,3-08,N,South Carolina St.,W
6795,Howard,3-10,N,Maryland Eastern Shore,W
6796,Howard,3-11,N,Norfolk St.,W
6797,Northern Iowa,11-07,H,Wartburg,W
6798,Northern Iowa,11-11,A,Richmond,L
6799,Northern Iowa,11-21,N,San Francisco,L
6800,Northern Iowa,11-22,N,Grand Canyon,L
6801,Northern Iowa,11-26,H,Northern Illinois,W
6802,Northern Iowa,11-30,A,Bradley,L
6803,Northern Iowa,12-03,H,Evansville,W
6804,Northern Iowa,12-06,H,Toledo,L
6805,Northern Iowa,12-09,H,McNeese St.,L
6806,Northern Iowa,12-12,H,South Florida,L
6807,Northern Iowa,12-17,N,Towson,W
6808,Northern Iowa,12-21,H,St. Bonaventure,W
6809,Northern Iowa,12-28,H,Missouri St.,L
6810,Northern Iowa,12-31,A,Illinois St.,W
6811,Northern Iowa,1-04,A,Valparaiso,W
6812,Northern Iowa,1-07,H,Southern Illinois,W
6813,Northern Iowa,1-10,H,Murray St.,W
6814,Northern Iowa,1-14,A,Belmont,L
6815,Northern Iowa,1-18,H,Illinois St.,W
6816,Northern Iowa,1-21,A,Illinois Chicago,W
6817,Northern Iowa,1-25,H,Valparaiso,W
6818,Northern Iowa,1-28,A,Indiana St.,L
6819,Northern Iowa,2-01,A,Drake,L
6820,Northern Iowa,2-04,H,Bradley,L
6821,Northern Iowa,2-08,A,Evansville,L
6822,Northern Iowa,2-11,H,Indiana St.,L
6823,Northern Iowa,2-15,H,Drake,L
6824,Northern Iowa,2-18,A,Missouri St.,W
6825,Northern Iowa,2-22,A,Southern Illinois,L
6826,Northern Iowa,2-26,H,Belmont,L
6827,Northern Iowa,3-02,N,Illinois St.,W
6828,Northern Iowa,3-03,N,Bradley,L
6829,Southeastern Louisiana,11-07,H,Loyola LA,W
6830,Southeastern Louisiana,11-11,A,Colorado St.,L
6831,Southeastern Louisiana,11-13,A,Wyoming,W
6832,Southeastern Louisiana,11-18,N,Kennesaw St.,L
6833,Southeastern Louisiana,11-19,N,Campbell,W
6834,Southeastern Louisiana,11-20,A,Appalachian St.,L
6835,Southeastern Louisiana,11-26,H,William Carey,W
6836,Southeastern Louisiana,11-30,A,Xavier,L
6837,Southeastern Louisiana,12-03,A,Dayton,L
6838,Southeastern Louisiana,12-07,H,Belhaven,W
6839,Southeastern Louisiana,12-15,A,Nicholls St.,L
6840,Southeastern Louisiana,12-17,H,Troy,L
6841,Southeastern Louisiana,12-21,H,Southern,W
6842,Southeastern Louisiana,12-30,A,Vanderbilt,L
6843,Southeastern Louisiana,1-05,H,Houston Christian,W
6844,Southeastern Louisiana,1-07,H,Lamar,W
6845,Southeastern Louisiana,1-12,A,Texas A&M Corpus Chris,W
6846,Southeastern Louisiana,1-14,A,Incarnate Word,W
6847,Southeastern Louisiana,1-19,H,Northwestern St.,L
6848,Southeastern Louisiana,1-21,H,Texas A&M Commerce,W
6849,Southeastern Louisiana,1-26,H,New Orleans,W
6850,Southeastern Louisiana,1-28,A,New Orleans,W
6851,Southeastern Louisiana,2-02,H,Incarnate Word,W
6852,Southeastern Louisiana,2-04,H,Texas A&M Corpus Chris,L
6853,Southeastern Louisiana,2-09,A,McNeese St.,L
6854,Southeastern Louisiana,2-11,H,Nicholls St.,L
6855,Southeastern Louisiana,2-16,A,Northwestern St.,L
6856,Southeastern Louisiana,2-18,A,Texas A&M Commerce,W
6857,Southeastern Louisiana,2-23,A,Lamar,W
6858,Southeastern Louisiana,2-25,H,McNeese St.,W
6859,Southeastern Louisiana,3-01,A,Houston Christian,W
6860,Southeastern Louisiana,3-06,N,New Orleans,L
6861,Portland St.,11-11,A,Portland,L
6862,Portland St.,11-13,A,Seattle,L
6863,Portland St.,11-16,H,Evergreen St.,W
6864,Portland St.,11-19,A,Oregon St.,W
6865,Portland St.,11-24,N,Gonzaga,L
6866,Portland St.,11-25,N,West Virginia,L
6867,Portland St.,11-27,N,Oregon St.,W
6868,Portland St.,11-30,H,Portland Bible,W
6869,Portland St.,12-03,H,Air Force,W
6870,Portland St.,12-10,A,Cal Poly,L
6871,Portland St.,12-13,A,Santa Clara,L
6872,Portland St.,12-17,H,UC Santa Barbara,L
6873,Portland St.,12-22,A,Cal Baptist,W
6874,Portland St.,12-31,A,Sacramento St.,L
6875,Portland St.,1-05,A,Eastern Washington,L
6876,Portland St.,1-07,A,Idaho,W
6877,Portland St.,1-12,H,Northern Arizona,W
6878,Portland St.,1-14,H,Northern Colorado,L
6879,Portland St.,1-19,A,Weber St.,L
6880,Portland St.,1-21,A,Idaho St.,W
6881,Portland St.,1-26,H,Montana St.,L
6882,Portland St.,1-28,H,Montana,L
6883,Portland St.,2-02,H,Idaho,W
6884,Portland St.,2-04,H,Eastern Washington,L
6885,Portland St.,2-09,A,Northern Colorado,L
6886,Portland St.,2-11,A,Northern Arizona,W
6887,Portland St.,2-16,H,Idaho St.,W
6888,Portland St.,2-18,H,Weber St.,L
6889,Portland St.,2-25,A,Montana St.,L
6890,Portland St.,2-27,H,Sacramento St.,L
6891,Portland St.,3-04,N,Northern Colorado,L
6892,Troy,11-07,H,Montevallo,W
6893,Troy,11-10,H,MUW,W
6894,Troy,11-14,A,Florida St.,W
6895,Troy,11-17,N,Merrimack,W
6896,Troy,11-18,N,St. Thomas,L
6897,Troy,11-19,A,Montana,W
6898,Troy,11-22,H,Southern-N.O.,W
6899,Troy,11-28,A,Arkansas,L
6900,Troy,12-03,A,SIU Edwardsville,L
6901,Troy,12-05,A,San Diego St.,L
6902,Troy,12-10,H,Tennessee Tech,W
6903,Troy,12-17,A,Southeastern Louisiana,W
6904,Troy,12-21,H,Mercer,L
6905,Troy,12-29,A,Southern Miss,L
6906,Troy,12-31,A,Texas St.,W
6907,Troy,1-05,H,Old Dominion,W
6908,Troy,1-07,H,Arkansas St.,W
6909,Troy,1-12,A,Georgia St.,W
6910,Troy,1-14,A,Appalachian St.,L
6911,Troy,1-19,H,James Madison,L
6912,Troy,1-21,H,Louisiana Monroe,W
6913,Troy,1-26,A,Louisiana Lafayette,L
6914,Troy,1-28,A,South Alabama,L
6915,Troy,2-02,H,Southern Miss,L
6916,Troy,2-04,H,Texas St.,W
6917,Troy,2-09,H,South Alabama,W
6918,Troy,2-11,H,Louisiana Lafayette,W
6919,Troy,2-16,A,Arkansas St.,W
6920,Troy,2-18,A,Marshall,L
6921,Troy,2-22,A,Louisiana Monroe,W
6922,Troy,2-24,H,Coastal Carolina,W
6923,Troy,3-02,N,Arkansas St.,W
6924,Troy,3-04,N,James Madison,L
6925,FIU,11-07,H,Houston Christian,W
6926,FIU,11-10,H,Florida National,W
6927,FIU,11-15,A,North Carolina St.,L
6928,FIU,11-19,H,Bryant,L
6929,FIU,11-23,H,Stony Brook,W
6930,FIU,11-27,H,Eastern Washington,W
6931,FIU,11-30,H,Eastern Michigan,L
6932,FIU,12-04,A,Florida Gulf Coast,L
6933,FIU,12-13,A,Howard,L
6934,FIU,12-17,A,Florida Atlantic,L
6935,FIU,12-21,H,Incarnate Word,W
6936,FIU,12-29,H,Florida Col.,W
6937,FIU,12-31,A,North Texas,L
6938,FIU,1-05,H,Charlotte,W
6939,FIU,1-07,H,UAB,W
6940,FIU,1-11,H,Florida Atlantic,L
6941,FIU,1-14,A,Western Kentucky,L
6942,FIU,1-16,H,North Texas,L
6943,FIU,1-19,A,UTEP,L
6944,FIU,1-21,A,UTSA,W
6945,FIU,1-26,H,Western Kentucky,W
6946,FIU,1-28,H,Middle Tennessee,W
6947,FIU,2-02,A,Charlotte,W
6948,FIU,2-04,A,UAB,L
6949,FIU,2-09,H,Louisiana Tech,W
6950,FIU,2-11,H,Rice,L
6951,FIU,2-18,A,Middle Tennessee,L
6952,FIU,2-23,H,UTEP,L
6953,FIU,2-25,H,UTSA,L
6954,FIU,3-02,A,Louisiana Tech,L
6955,FIU,3-04,A,Rice,W
6956,FIU,3-08,N,Louisiana Tech,L
6957,UT Rio Grande Valley,11-07,A,Kansas St.,L
6958,UT Rio Grande Valley,11-12,H,S'western Adventist,W
6959,UT Rio Grande Valley,11-14,H,St. Francis (IL),W
6960,UT Rio Grande Valley,11-17,A,Texas A&M Corpus Chris,L
6961,UT Rio Grande Valley,11-21,H,Western Illinois,W
6962,UT Rio Grande Valley,11-22,H,Northern Arizona,W
6963,UT Rio Grande Valley,11-26,A,Texas,L
6964,UT Rio Grande Valley,11-30,H,Texas A&M Corpus Chris,W
6965,UT Rio Grande Valley,12-03,A,Western Illinois,L
6966,UT Rio Grande Valley,12-10,A,Houston Christian,W
6967,UT Rio Grande Valley,12-15,H,Southwestern Christ.,W
6968,UT Rio Grande Valley,12-18,N,Houston Christian,W
6969,UT Rio Grande Valley,12-29,A,Utah Tech,L
6970,UT Rio Grande Valley,12-31,A,Southern Utah,L
6971,UT Rio Grande Valley,1-05,H,Seattle,L
6972,UT Rio Grande Valley,1-07,H,Utah Valley,L
6973,UT Rio Grande Valley,1-11,H,Abilene Christian,W
6974,UT Rio Grande Valley,1-14,H,Chicago St.,W
6975,UT Rio Grande Valley,1-19,A,UT Arlington,L
6976,UT Rio Grande Valley,1-21,A,Sam Houston St.,L
6977,UT Rio Grande Valley,1-25,A,Stephen F. Austin,L
6978,UT Rio Grande Valley,1-28,H,Cal Baptist,W
6979,UT Rio Grande Valley,2-01,H,Sam Houston St.,L
6980,UT Rio Grande Valley,2-04,A,Tarleton St.,W
6981,UT Rio Grande Valley,2-09,H,UT Arlington,L
6982,UT Rio Grande Valley,2-11,H,Stephen F. Austin,L
6983,UT Rio Grande Valley,2-15,A,Grand Canyon,W
6984,UT Rio Grande Valley,2-20,H,Dallas Christian,W
6985,UT Rio Grande Valley,2-23,H,Utah Tech,L
6986,UT Rio Grande Valley,2-25,H,Tarleton St.,W
6987,UT Rio Grande Valley,3-01,A,Cal Baptist,L
6988,UT Rio Grande Valley,3-07,N,Tarleton St.,L
6989,UNC Asheville,11-07,A,UCF,W
6990,UNC Asheville,11-12,H,Brevard,W
6991,UNC Asheville,11-18,N,Texas A&M Commerce,W
6992,UNC Asheville,11-19,N,Eastern Kentucky,L
6993,UNC Asheville,11-20,A,Georgia St.,L
6994,UNC Asheville,11-26,H,Western Carolina,W
6995,UNC Asheville,11-29,A,North Carolina Central,L
6996,UNC Asheville,12-03,H,Tennessee Martin,W
6997,UNC Asheville,12-07,H,Warren Wilson,W
6998,UNC Asheville,12-10,A,Dayton,L
6999,UNC Asheville,12-13,A,South Carolina St.,W
7000,UNC Asheville,12-17,A,East Tennessee St.,W
7001,UNC Asheville,12-21,A,Arkansas,L
7002,UNC Asheville,12-29,H,Radford,W
7003,UNC Asheville,12-31,A,Winthrop,L
7004,UNC Asheville,1-04,A,High Point,W
7005,UNC Asheville,1-07,H,Campbell,W
7006,UNC Asheville,1-12,H,Longwood,W
7007,UNC Asheville,1-14,A,Gardner Webb,W
7008,UNC Asheville,1-18,A,Charleston Southern,W
7009,UNC Asheville,1-21,H,USC Upstate,W
7010,UNC Asheville,1-25,H,Presbyterian,W
7011,UNC Asheville,1-28,A,Campbell,W
7012,UNC Asheville,2-02,H,High Point,W
7013,UNC Asheville,2-04,A,USC Upstate,L
7014,UNC Asheville,2-08,H,Winthrop,W
7015,UNC Asheville,2-11,A,Presbyterian,W
7016,UNC Asheville,2-16,A,Radford,W
7017,UNC Asheville,2-18,H,Gardner Webb,W
7018,UNC Asheville,2-22,H,Charleston Southern,W
7019,UNC Asheville,2-25,A,Longwood,W
7020,UNC Asheville,3-03,N,Charleston Southern,W
7021,UNC Asheville,3-04,N,USC Upstate,W
7022,UNC Asheville,3-05,N,Campbell,W
7023,Boston College,11-07,H,Cornell,W
7024,Boston College,11-11,H,Detroit,W
7025,Boston College,11-14,H,Maine,L
7026,Boston College,11-18,N,George Mason,W
7027,Boston College,11-20,N,Tarleton St.,L
7028,Boston College,11-21,N,Wyoming,W
7029,Boston College,11-27,H,Rhode Island,W
7030,Boston College,11-30,A,Nebraska,L
7031,Boston College,12-03,A,Duke,L
7032,Boston College,12-06,H,New Hampshire,L
7033,Boston College,12-10,N,Villanova,L
7034,Boston College,12-13,H,Stonehill,W
7035,Boston College,12-21,H,Virginia Tech,W
7036,Boston College,12-31,A,Syracuse,L
7037,Boston College,1-03,H,Notre Dame,W
7038,Boston College,1-07,H,Duke,L
7039,Boston College,1-11,A,Miami FL,L
7040,Boston College,1-14,H,Wake Forest,L
7041,Boston College,1-17,A,North Carolina,L
7042,Boston College,1-21,A,Notre Dame,W
7043,Boston College,1-25,H,Louisville,W
7044,Boston College,1-28,A,Virginia,L
7045,Boston College,1-31,H,Clemson,W
7046,Boston College,2-04,H,Syracuse,L
7047,Boston College,2-08,A,Virginia Tech,W
7048,Boston College,2-11,H,North Carolina St.,L
7049,Boston College,2-14,A,Pittsburgh,L
7050,Boston College,2-18,A,Florida St.,W
7051,Boston College,2-22,H,Virginia,W
7052,Boston College,2-28,A,Wake Forest,W
7053,Boston College,3-04,H,Georgia Tech,L
7054,Boston College,3-07,N,Louisville,W
7055,Boston College,3-08,N,North Carolina,L
7056,Army,11-07,H,Keystone,W
7057,Army,11-12,H,Stonehill,L
7058,Army,11-16,A,Siena,W
7059,Army,11-19,A,William & Mary,L
7060,Army,11-20,N,Radford,L
7061,Army,11-24,N,Princeton,L
7062,Army,11-26,N,Manhattan,L
7063,Army,11-30,H,Merchant Marine,W
7064,Army,12-03,H,Wagner,W
7065,Army,12-07,H,NJIT,W
7066,Army,12-10,A,Rhode Island,L
7067,Army,12-18,A,Stony Brook,L
7068,Army,12-20,A,Central Connecticut,W
7069,Army,12-30,H,Lehigh,W
7070,Army,1-02,A,Lafayette,W
7071,Army,1-05,A,Loyola MD,W
7072,Army,1-09,H,Colgate,L
7073,Army,1-11,H,American,W
7074,Army,1-14,A,Boston University,W
7075,Army,1-18,H,Bucknell,L
7076,Army,1-21,H,Navy,L
7077,Army,1-25,A,American,L
7078,Army,1-28,H,Holy Cross,W
7079,Army,2-01,A,Lehigh,W
7080,Army,2-04,A,Bucknell,L
7081,Army,2-08,H,Loyola MD,W
7082,Army,2-11,A,Navy,L
7083,Army,2-15,A,Colgate,L
7084,Army,2-18,H,Lafayette,W
7085,Army,2-22,H,Boston University,L
7086,Army,2-25,A,Holy Cross,W
7087,Army,3-02,H,Boston University,W
7088,Army,3-05,A,Colgate,L
7089,Miami OH,11-07,H,Evansville,L
7090,Miami OH,11-12,H,Goshen,W
7091,Miami OH,11-14,A,Georgia,L
7092,Miami OH,11-17,H,Marshall,L
7093,Miami OH,11-20,N,Indiana,L
7094,Miami OH,11-26,H,Little Rock,W
7095,Miami OH,11-29,H,Jackson St.,W
7096,Miami OH,12-03,H,Indiana St.,L
7097,Miami OH,12-11,H,Calumet Col.,W
7098,Miami OH,12-14,A,Cincinnati,L
7099,Miami OH,12-17,A,Bellarmine,W
7100,Miami OH,12-22,H,Wright St.,L
7101,Miami OH,12-29,H,St. Mary-Woods,W
7102,Miami OH,1-03,A,Central Michigan,L
7103,Miami OH,1-07,H,Kent St.,L
7104,Miami OH,1-10,H,Buffalo,W
7105,Miami OH,1-14,A,Ball St.,L
7106,Miami OH,1-17,H,Northern Illinois,L
7107,Miami OH,1-21,A,Bowling Green,L
7108,Miami OH,1-24,A,Akron,L
7109,Miami OH,1-28,H,Eastern Michigan,L
7110,Miami OH,1-31,H,Toledo,L
7111,Miami OH,2-04,A,Ohio,L
7112,Miami OH,2-07,H,Western Michigan,W
7113,Miami OH,2-11,H,Central Michigan,L
7114,Miami OH,2-14,A,Toledo,L
7115,Miami OH,2-18,A,Northern Illinois,W
7116,Miami OH,2-21,H,Bowling Green,W
7117,Miami OH,2-25,H,Ohio,W
7118,Miami OH,2-28,A,Western Michigan,W
7119,Miami OH,3-03,A,Buffalo,L
7120,Miami OH,3-09,N,Toledo,L
7121,Southern Indiana,11-07,A,Missouri,L
7122,Southern Indiana,11-13,H,Southern Illinois,W
7123,Southern Indiana,11-16,A,Notre Dame,L
7124,Southern Indiana,11-18,H,Loras,W
7125,Southern Indiana,11-22,A,St. Bonaventure,L
7126,Southern Indiana,11-26,A,Bowling Green,W
7127,Southern Indiana,11-30,A,Western Illinois,L
7128,Southern Indiana,12-04,A,Chicago St.,L
7129,Southern Indiana,12-07,H,Anderson (IN),W
7130,Southern Indiana,12-11,H,Indiana St.,W
7131,Southern Indiana,12-15,H,St. Mary-Woods,W
7132,Southern Indiana,12-19,N,IUPUI,W
7133,Southern Indiana,12-20,A,Fort Wayne,L
7134,Southern Indiana,12-29,H,Southeast Missouri St.,W
7135,Southern Indiana,12-31,A,Eastern Illinois,L
7136,Southern Indiana,1-05,A,Morehead St.,L
7137,Southern Indiana,1-07,H,SIU Edwardsville,L
7138,Southern Indiana,1-12,H,Little Rock,W
7139,Southern Indiana,1-14,H,Tennessee Martin,W
7140,Southern Indiana,1-19,A,Lindenwood,W
7141,Southern Indiana,1-21,A,SIU Edwardsville,W
7142,Southern Indiana,1-26,H,Eastern Illinois,W
7143,Southern Indiana,1-28,A,Tennessee Martin,L
7144,Southern Indiana,2-02,H,Tennessee St.,L
7145,Southern Indiana,2-04,H,Morehead St.,L
7146,Southern Indiana,2-09,A,Tennessee Tech,L
7147,Southern Indiana,2-11,H,Lindenwood,W
7148,Southern Indiana,2-16,A,Little Rock,W
7149,Southern Indiana,2-18,A,Southeast Missouri St.,L
7150,Southern Indiana,2-23,H,Tennessee Tech,L
7151,Southern Indiana,2-25,A,Tennessee St.,W
7152,Southern Indiana,3-01,N,SIU Edwardsville,L
7153,Richmond,11-07,H,VMI,W
7154,Richmond,11-11,H,Northern Iowa,W
7155,Richmond,11-14,A,College of Charleston,L
7156,Richmond,11-17,H,Wichita St.,L
7157,Richmond,11-21,N,Syracuse,L
7158,Richmond,11-22,N,Temple,W
7159,Richmond,11-30,A,Toledo,L
7160,Richmond,12-03,A,William & Mary,L
7161,Richmond,12-10,H,Drake,W
7162,Richmond,12-13,H,Fairleigh Dickinson,W
7163,Richmond,12-17,N,Clemson,L
7164,Richmond,12-21,H,Bucknell,W
7165,Richmond,12-28,H,Coppin St.,W
7166,Richmond,12-31,A,George Mason,L
7167,Richmond,1-04,H,George Washington,W
7168,Richmond,1-07,H,Duquesne,W
7169,Richmond,1-11,A,Davidson,W
7170,Richmond,1-14,A,St. Bonaventure,L
7171,Richmond,1-17,H,Rhode Island,W
7172,Richmond,1-20,H,VCU,L
7173,Richmond,1-25,A,Massachusetts,L
7174,Richmond,1-28,A,Dayton,L
7175,Richmond,2-01,H,St. Bonaventure,L
7176,Richmond,2-05,H,Fordham,W
7177,Richmond,2-08,A,George Washington,L
7178,Richmond,2-11,H,Loyola Chicago,W
7179,Richmond,2-15,A,La Salle,L
7180,Richmond,2-21,H,Saint Louis,W
7181,Richmond,2-24,A,VCU,L
7182,Richmond,3-01,A,Saint Joseph's,L
7183,Richmond,3-04,H,George Mason,L
7184,Richmond,3-07,N,Massachusetts,W
7185,Richmond,3-08,N,George Mason,L
7186,Oakland,11-07,H,Defiance,W
7187,Oakland,11-11,H,Bowling Green,L
7188,Oakland,11-13,H,Oklahoma St.,L
7189,Oakland,11-16,A,Toledo,L
7190,Oakland,11-19,H,Eastern Michigan,W
7191,Oakland,11-25,N,Long Beach St.,L
7192,Oakland,11-26,N,San Jose St.,L
7193,Oakland,11-27,N,Missouri St.,L
7194,Oakland,12-01,A,Cleveland St.,L
7195,Oakland,12-03,A,Fort Wayne,L
7196,Oakland,12-06,A,Syracuse,L
